,feelslike,tempmax,humidity,tempmin,temp_lag_1,effective_solar
2930,31.3,35.0,70.0,25.0,28.6,5.0788912579957355
2931,31.7,35.0,63.1,26.0,28.9,5.055084745762711
2932,30.4,35.0,60.3,25.9,29.5,8.136094674556213
2933,30.9,34.0,69.9,25.0,29.2,5.938574938574938
2934,31.8,34.0,70.5,24.9,28.8,5.1921487603305785
2935,31.9,33.0,75.6,25.9,28.9,5.058823529411765
2936,30.1,33.0,78.2,24.9,28.5,4.106164383561644
2937,30.2,34.0,68.2,25.0,27.9,4.404896421845574
2938,28.7,33.0,64.4,23.0,28.6,5.556818181818182
2939,29.7,34.0,64.2,23.0,27.8,5.820454545454546
2940,29.7,33.0,78.4,25.0,28.4,1.5930408472012103
2941,30.1,34.0,76.9,24.9,27.7,3.2819314641744546
2942,28.9,33.0,75.1,24.0,27.9,4.3605313092979125
2943,28.8,33.7,69.9,23.0,27.6,6.70632911392405
2944,28.8,33.0,70.9,23.0,27.7,5.540358744394618
2945,29.3,33.0,69.6,23.9,27.5,5.889624724061811
2946,28.5,34.0,72.0,23.9,27.9,5.9954128440366965
2947,28.0,33.0,65.5,23.0,27.5,6.134529147982063
2948,28.1,34.0,54.7,22.0,27.2,6.564593301435407
2949,28.7,34.0,58.1,22.0,27.7,6.927745664739883
2950,30.5,34.0,65.5,24.0,27.7,4.55614973262032
2951,31.1,35.0,70.2,25.0,28.5,4.872
2952,30.8,35.0,64.8,24.0,28.9,6.353760445682451
2953,28.9,33.0,63.0,23.0,29.1,7.666666666666667
2954,27.5,32.0,64.9,22.0,27.8,4.9750000000000005
2955,27.1,33.0,58.7,22.0,26.9,9.846975088967971
2956,27.3,32.0,63.0,22.0,27.1,7.355437665782493
2957,27.6,34.0,63.0,21.0,26.6,9.375838926174495
2958,27.8,33.0,65.8,22.0,27.2,9.127450980392156
2959,27.5,33.0,64.4,23.0,27.2,10.129692832764505
2960,27.4,33.0,70.5,22.0,27.2,10.139705882352942
2961,28.3,33.0,69.7,23.0,26.8,7.339233038348083
2962,28.3,33.0,69.0,24.0,27.3,4.675944333996024
2963,28.4,33.0,64.4,23.0,27.5,7.254691689008044
2964,28.1,34.0,62.8,22.9,27.7,14.31132075471698
2965,28.1,33.0,66.8,23.0,27.8,9.043918918918918
2966,29.5,35.0,61.2,23.7,27.6,7.000000000000001
2967,29.7,35.0,66.9,24.0,28.6,9.295774647887324
2968,30.4,34.0,67.5,25.0,28.4,6.818681318681318
2969,31.5,35.8,65.0,25.9,28.6,10.382978723404255
2970,31.9,34.0,70.6,26.0,29.5,6.147465437788019
2971,32.3,35.0,75.3,25.9,29.2,7.421052631578948
2972,32.0,35.0,75.4,25.9,29.0,5.224568138195777
2973,33.4,33.0,74.6,26.0,29.0,4.731203007518797
2974,33.7,35.0,76.0,26.0,29.3,4.983606557377049
2975,32.6,33.0,76.2,26.0,29.4,5.6958250497017895
2976,32.7,36.0,73.0,25.0,28.8,6.5047846889952154
2977,34.2,34.0,75.5,26.9,29.5,5.641584158415841
2978,35.6,36.0,72.9,26.9,29.5,6.9068627450980395
2979,32.8,36.0,64.8,26.0,30.3,5.47560975609756
2980,33.8,34.0,72.5,26.9,30.1,5.417536534446764
2981,33.7,33.0,75.5,26.9,29.5,4.228279386712095
2982,34.0,34.0,77.4,26.9,29.2,5.308764940239043
2983,33.4,36.0,73.2,25.0,29.1,5.276470588235295
2984,34.0,34.0,77.7,26.0,29.7,2.449487554904832
2985,35.6,36.0,75.5,26.0,29.2,5.343570057581573
2986,35.9,34.8,75.1,27.0,30.1,4.875
2987,35.7,35.0,75.1,26.0,30.2,5.0
2988,36.2,35.0,72.9,27.9,30.2,4.644927536231884
2989,35.9,36.7,68.6,27.0,30.4,7.781333333333333
2990,36.6,36.0,72.3,27.9,31.0,6.919512195121951
2991,35.9,34.0,76.8,26.0,30.7,5.094517958412099
2992,36.2,34.0,75.8,27.9,30.0,3.128552097428958
2993,37.1,35.0,79.2,27.9,30.1,4.434782608695652
2994,38.3,35.0,77.7,28.0,30.1,5.081749049429658
2995,40.2,35.0,79.9,28.9,30.8,3.9076682316118934
2996,38.6,35.0,83.3,23.0,31.0,3.1747430249632895
2997,33.7,34.0,84.9,25.0,30.2,3.031021897810219
2998,37.8,34.0,82.1,27.0,28.7,4.771543086172345
2999,36.7,34.0,77.0,27.9,30.1,5.271221532091097
3000,37.8,34.0,79.8,27.9,30.2,4.127306273062731
3001,39.2,36.0,79.4,28.0,30.3,4.6499999999999995
3002,41.1,36.0,82.3,28.0,30.9,4.55160744500846
3003,41.2,36.0,78.8,28.9,31.1,4.658273381294964
3004,38.2,36.0,74.1,28.0,31.5,7.133819951338199
3005,38.0,37.0,74.3,27.0,31.2,6.126666666666666
3006,37.4,37.0,70.2,28.0,31.1,7.403940886699508
3007,37.0,35.0,70.7,28.0,31.3,5.151631477927062
3008,37.5,35.9,69.1,28.0,30.9,6.077951002227171
3009,37.4,36.0,69.9,28.0,31.3,5.228682170542636
3010,37.8,35.0,72.1,28.9,31.2,4.778597785977859
3011,37.8,36.0,75.0,27.0,31.1,5.02
3012,36.0,36.0,70.1,26.0,30.8,6.443645083932853
3013,37.0,36.8,63.0,28.0,30.9,5.838445807770961
3014,37.8,36.8,64.2,28.9,31.9,6.071120689655173
3015,38.2,35.9,70.2,28.9,32.0,5.993333333333333
3016,39.6,35.0,75.2,28.0,31.5,5.180297397769516
3017,41.2,38.0,72.2,28.9,31.4,6.647196261682243
3018,41.6,36.0,78.5,29.0,32.4,4.74862385321101
3019,36.4,35.0,84.2,25.0,31.6,3.49597423510467
3020,31.8,33.0,89.9,26.0,29.5,3.0239852398523985
3021,36.1,35.7,81.4,26.0,27.8,3.824531516183986
3022,38.9,33.0,82.2,28.0,30.0,3.4918518518518518
3023,36.9,34.0,83.2,27.0,30.3,3.987249544626594
3024,38.2,35.0,82.1,27.0,29.7,5.448421052631579
3025,38.8,35.8,74.9,28.0,30.3,4.014376996805112
3026,36.7,36.0,78.3,27.0,31.2,4.895635673624288
3027,36.4,33.0,86.2,25.1,30.2,4.816666666666667
3028,37.8,35.0,85.5,27.0,29.3,4.640933572710951
3029,37.9,35.9,78.8,26.0,29.8,4.494718309859155
3030,39.9,36.0,75.1,27.9,30.6,5.982683982683982
3031,37.9,34.0,82.6,24.5,31.6,3.790566037735849
3032,33.7,33.0,90.5,25.1,30.0,2.8744326777609683
3033,34.2,35.0,87.3,25.0,28.1,3.722962962962963
3034,37.3,35.0,81.6,26.9,28.7,3.944012441679627
3035,37.8,35.0,80.7,27.9,30.1,3.6150081566068515
3036,37.9,34.0,81.7,27.9,30.3,4.0814814814814815
3037,34.6,32.8,89.3,26.0,30.1,3.0691176470588233
3038,28.1,32.0,94.3,23.1,28.4,1.6653386454183268
3039,31.6,32.0,91.0,25.0,26.4,1.4825870646766168
3040,35.1,33.7,87.1,26.9,27.5,2.9103535353535355
3041,36.4,34.0,83.9,26.9,28.8,3.7731397459165152
3042,36.1,34.0,87.3,26.9,29.5,4.1014234875444835
3043,38.9,34.0,85.2,26.9,29.1,4.678500986193294
3044,39.2,34.0,83.8,27.9,30.1,3.3938879456706283
3045,39.8,35.0,83.0,27.9,30.3,3.827426810477658
3046,36.6,35.0,84.2,24.0,30.6,2.9422799422799426
3047,31.2,33.0,92.1,25.0,29.7,2.1702741702741704
3048,32.0,32.0,90.7,25.9,27.6,2.3666666666666667
3049,34.1,31.0,88.0,26.0,27.8,1.8378378378378382
3050,34.2,31.0,85.7,26.0,28.4,2.5172981878088962
3051,34.4,31.9,89.7,26.0,28.7,2.4933973589435774
3052,33.4,32.0,90.5,26.0,28.4,2.5806451612903225
3053,34.7,33.0,86.3,25.9,28.1,4.0648330058939095
3054,33.7,34.0,86.2,25.9,29.0,2.783132530120482
3055,32.4,33.0,87.3,25.0,28.7,2.151001540832049
3056,38.0,35.0,80.5,26.9,28.2,3.9082774049216997
3057,36.6,35.0,80.5,27.0,30.4,4.918714555765596
3058,36.8,34.0,81.3,27.0,30.0,4.421532846715329
3059,34.2,32.0,87.9,25.9,29.9,2.2977099236641223
3060,32.5,33.0,87.2,25.0,28.6,2.676829268292683
3061,35.8,35.0,78.6,25.0,28.1,4.78494623655914
3062,37.9,36.0,76.8,27.0,30.1,5.970021413276231
3063,37.8,35.0,76.7,27.0,30.8,3.7718446601941746
3064,36.4,35.0,77.0,23.2,30.6,4.894927536231884
3065,34.7,36.0,78.4,25.0,30.2,5.292635658914729
3066,36.7,34.0,84.9,26.0,29.8,3.832572298325723
3067,31.6,33.0,91.4,25.1,29.6,3.1054913294797686
3068,33.2,35.0,84.3,25.0,27.6,4.778443113772455
3069,33.5,34.0,86.5,25.0,28.7,4.194495412844036
3070,33.3,34.0,90.5,26.0,28.6,2.5776892430278884
3071,33.4,32.1,90.5,24.0,28.3,3.132569558101473
3072,34.2,35.0,89.8,25.0,28.1,3.0881174899866486
3073,30.6,32.0,92.0,25.0,28.7,2.0911492734478205
3074,28.9,31.0,95.0,25.0,27.5,1.1406060606060606
3075,32.9,33.0,87.7,25.0,26.5,3.4125
3076,33.9,34.0,79.8,24.0,28.3,4.779017857142858
3077,33.0,34.0,86.4,25.0,29.2,4.8686679174484055
3078,32.7,34.0,88.4,25.0,28.6,4.381386861313869
3079,35.5,35.0,81.8,26.0,28.2,4.476014760147601
3080,35.9,31.0,89.8,26.0,29.8,3.6711711711711716
3081,31.4,32.0,92.8,26.0,28.8,3.222961730449251
3082,34.6,33.0,83.4,25.0,27.5,4.249566724436741
3083,36.5,34.0,81.6,26.0,29.2,4.897579143389199
3084,37.6,34.0,82.8,27.0,30.0,4.179310344827586
3085,36.7,34.0,86.6,23.0,30.0,3.683606557377049
3086,32.3,33.1,88.2,24.9,29.3,3.0259740259740258
3087,35.0,32.9,86.6,25.1,28.1,2.991694352159468
3088,32.6,33.0,93.0,24.0,29.0,3.0749601275917064
3089,29.8,31.0,91.8,25.9,27.7,1.8864468864468864
3090,32.3,32.0,90.0,25.9,27.3,2.22874251497006
3091,31.6,33.0,89.0,25.9,27.9,1.872749099639856
3092,28.3,30.0,94.0,25.0,28.0,1.2937649880095923
3093,28.6,29.0,95.2,24.0,26.5,1.3497076023391814
3094,30.5,31.0,91.6,25.0,26.3,1.9736842105263157
3095,30.1,30.0,91.4,25.2,27.4,2.2048846675712346
3096,29.9,30.0,94.8,25.0,27.2,2.3256150506512303
3097,30.8,33.0,91.0,25.0,26.9,2.9524517087667164
3098,32.4,33.8,89.1,25.0,27.6,3.408026755852843
3099,33.4,31.0,94.5,26.0,28.2,2.405755395683453
3100,33.9,33.0,89.2,24.3,27.7,3.0636094674556213
3101,32.0,30.9,92.6,25.0,28.4,1.900709219858156
3102,34.3,29.9,94.2,27.0,27.5,1.8591549295774648
3103,35.9,32.0,89.9,26.9,28.0,2.766666666666667
3104,34.7,33.0,87.7,25.0,28.8,2.21259842519685
3105,36.5,33.0,89.5,26.8,28.8,2.7474892395982784
3106,36.3,33.0,92.3,26.9,29.1,3.068846815834768
3107,36.7,33.9,89.3,26.9,28.7,3.9415807560137455
3108,36.8,34.0,87.6,26.9,29.1,4.810379241516966
3109,36.2,33.1,83.9,26.0,29.4,5.431670281995662
3110,36.7,34.0,82.5,26.0,29.5,5.546777546777546
3111,37.6,34.0,83.6,27.0,29.8,4.8130671506352085
3112,38.0,35.0,83.0,26.9,30.0,5.549695740365112
3113,38.1,35.0,83.2,27.0,30.2,4.587155963302752
3114,38.1,35.0,81.0,27.0,30.2,4.794059405940594
3115,38.1,35.0,82.2,27.0,30.4,4.329931972789116
3116,36.0,34.9,86.1,26.0,30.3,3.6160849772382395
3117,37.4,35.0,88.9,27.0,29.3,3.22707423580786
3118,37.0,33.0,82.8,26.9,29.5,3.279605263157895
3119,36.1,33.0,88.6,26.9,29.8,3.9725363489499195
3120,35.4,34.0,90.8,26.0,29.0,2.8684603886397606
3121,33.3,34.0,89.3,25.9,28.7,3.5323854660347553
3122,34.0,33.0,89.0,26.0,28.4,2.8732394366197185
3123,31.1,32.0,93.1,25.0,28.5,2.5128205128205128
3124,33.9,33.0,86.6,25.9,27.4,3.97153024911032
3125,34.9,34.0,87.3,25.9,28.7,3.613409415121256
3126,36.2,35.0,83.5,26.9,29.0,3.861471861471862
3127,35.8,34.0,81.4,26.0,29.7,4.596551724137932
3128,37.6,35.0,80.6,27.0,29.7,4.437086092715232
3129,36.5,33.6,82.7,27.0,30.3,4.1096345514950166
3130,35.2,34.1,87.1,25.0,29.7,2.893961708394698
3131,35.3,34.4,91.0,25.9,29.0,3.5521472392638036
3132,35.6,34.4,87.7,24.4,28.9,3.0485829959514175
3133,30.8,30.5,96.4,25.0,29.0,2.710560625814863
3134,33.3,31.4,95.3,25.8,27.1,1.8481927710843373
3135,32.8,32.0,94.8,25.9,27.7,2.1255605381165914
3136,32.9,31.0,94.5,26.0,27.8,2.5273224043715845
3137,32.8,30.4,96.4,26.0,27.8,2.776371308016878
3138,33.8,31.0,91.8,26.0,27.6,2.425925925925926
3139,33.0,31.0,94.6,26.0,28.2,1.731857318573186
3140,35.4,32.6,88.1,26.0,27.8,3.0014409221902016
3141,35.5,32.0,91.9,26.0,29.1,3.968063872255489
3142,32.8,33.4,93.3,24.0,28.6,3.022253129346314
3143,31.3,31.0,93.7,25.0,27.8,2.3874125874125873
3144,32.5,31.0,89.1,25.9,27.4,1.9840348330914366
3145,31.7,31.4,85.9,25.0,28.0,2.488817891373802
3146,33.2,30.9,89.2,26.0,28.0,2.9204204204204207
3147,32.8,33.0,89.1,26.0,28.1,3.0243204577968523
3148,30.6,32.9,89.6,25.0,28.3,3.0040106951871657
3149,32.4,31.4,88.8,25.0,27.6,2.8762035763411276
3150,32.6,31.4,90.8,26.0,27.9,3.107205623901582
3151,32.3,32.5,90.0,24.6,27.8,3.583076923076923
3152,34.6,33.6,84.8,25.0,27.9,3.5895953757225434
3153,33.5,34.1,88.9,25.4,29.1,3.2253711201079627
3154,33.8,33.2,86.7,25.0,28.7,4.672447013487476
3155,32.0,33.0,91.0,25.0,28.8,3.6898395721925135
3156,32.1,31.8,92.4,25.0,27.7,2.90945945945946
3157,31.7,32.0,92.5,25.0,27.7,2.811638591117917
3158,31.5,32.6,90.9,24.6,27.6,1.741301059001513
3159,31.7,32.0,91.7,24.9,27.7,2.5125827814569535
3160,30.6,31.0,95.0,25.9,27.6,1.86604774535809
3161,29.6,30.3,94.4,25.0,27.2,1.6328502415458936
3162,32.6,32.6,85.7,25.0,26.9,2.227629513343799
3163,35.9,34.0,83.0,26.9,28.4,3.543010752688172
3164,29.8,29.6,93.2,24.0,29.5,2.150621118012422
3165,29.9,31.4,95.1,24.4,26.9,2.5535714285714284
3166,25.9,27.0,98.4,25.0,27.1,0.6840490797546013
3167,30.9,30.0,93.1,24.4,25.8,2.1551071878940733
3168,33.6,31.6,90.2,25.9,27.1,2.313343328335832
3169,32.0,31.0,92.3,25.3,28.3,2.9971181556195963
3170,32.2,33.6,89.8,25.0,27.8,3.2529644268774702
3171,33.2,33.4,86.3,25.0,28.2,2.5719467956469164
3172,33.7,34.0,86.1,26.0,28.7,3.8515497553017943
3173,34.2,33.0,83.4,25.0,28.9,2.4480651731160896
3174,35.1,31.4,92.1,24.8,29.0,3.539404553415061
3175,36.0,35.0,83.4,26.0,28.3,3.246511627906977
3176,34.3,34.0,88.3,25.0,29.8,3.207848837209302
3177,33.1,31.0,92.7,25.0,28.7,3.2895569620253164
3178,34.2,33.0,88.4,26.0,27.8,3.740213523131672
3179,32.4,33.0,88.7,25.0,28.8,1.6191155492154068
3180,31.4,30.0,93.7,25.0,28.2,1.2673992673992673
3181,32.8,33.0,88.1,25.4,27.3,3.3211567732115674
3182,34.3,33.6,86.5,26.0,28.3,3.2695139911634756
3183,35.5,33.0,88.5,24.0,28.8,4.121212121212121
3184,34.5,33.4,87.3,24.0,28.8,4.755411255411255
3185,32.2,32.0,90.5,26.0,28.5,4.265625
3186,31.4,33.4,90.1,25.0,28.0,4.382624768946395
3187,29.9,32.1,92.7,24.0,27.9,2.700490998363339
3188,32.6,33.0,88.0,24.0,26.8,4.961538461538462
3189,31.9,32.4,92.3,26.0,27.9,3.4207650273224046
3190,33.2,32.4,89.8,25.0,27.7,5.217877094972066
3191,34.8,33.2,87.8,25.0,28.1,3.9482758620689653
3192,30.5,33.2,89.9,24.4,28.8,4.021126760563381
3193,28.9,32.8,94.2,25.0,27.3,2.4902912621359223
3194,32.4,32.2,88.8,24.0,26.7,5.201856148491879
3195,30.3,33.8,87.9,25.0,27.8,3.7042253521126765
3196,32.5,33.0,86.3,25.0,27.7,4.261363636363637
3197,32.4,32.1,89.9,25.1,28.3,3.7267441860465116
3198,31.7,33.0,90.3,25.0,28.1,2.9226361031518624
3199,33.4,33.0,84.4,24.0,27.9,4.329268292682927
3200,33.6,34.0,85.4,26.0,28.6,3.6980198019801978
3201,33.1,34.0,83.9,24.4,28.8,4.098003629764065
3202,33.2,32.0,87.6,26.0,28.6,3.3844580777096116
3203,34.5,33.3,83.7,25.4,28.4,4.225263157894736
3204,36.0,34.3,85.4,26.0,29.2,3.731517509727627
3205,33.4,32.0,85.9,26.0,29.5,2.6160714285714284
3206,34.5,33.6,80.2,26.0,28.6,5.709677419354838
3207,33.6,34.0,81.5,26.0,29.5,5.2272727272727275
3208,35.6,34.6,83.9,26.0,29.1,5.19205298013245
3209,34.1,34.0,85.7,26.1,29.6,4.992788461538461
3210,31.9,31.0,86.7,25.0,28.9,2.7180616740088106
3211,30.3,30.0,90.6,25.0,28.0,2.3747494989979963
3212,30.7,31.6,77.2,25.6,27.2,3.5500910746812386
3213,28.8,33.0,66.0,23.0,28.2,5.832929782082325
3214,29.5,33.4,69.7,23.0,27.7,4.116772823779193
3215,30.7,32.0,74.5,24.0,27.6,4.769751693002258
3216,32.9,33.2,77.9,25.6,28.0,3.832412523020258
3217,31.1,32.0,78.1,23.6,29.0,5.438202247191011
3218,30.7,31.4,92.6,26.0,28.0,0.9131693198263388
3219,28.7,29.0,83.2,25.0,27.5,1.3118881118881118
3220,30.4,33.4,73.7,24.0,26.8,3.096345514950166
3221,32.4,33.0,86.4,25.0,28.1,2.886877828054299
3222,30.5,33.2,73.4,25.0,28.3,3.1386986301369864
3223,29.8,32.9,68.6,24.0,28.5,3.605954465849387
3224,32.6,33.0,77.5,24.4,28.1,4.606315789473684
3225,35.3,33.0,81.2,26.0,28.7,4.817582417582417
3226,34.1,34.6,77.5,26.0,29.7,4.567032967032968
3227,31.5,31.6,81.8,25.4,29.6,2.1655716162943497
3228,30.7,30.6,87.3,24.0,28.1,2.501519756838906
3229,32.8,33.4,78.5,25.4,27.4,3.1149825783972127
3230,33.9,34.0,77.5,26.0,29.0,4.485294117647059
3231,34.2,32.0,84.6,26.0,29.5,4.229957805907173
3232,32.3,32.3,82.9,25.0,28.8,4.3731656184486365
3233,31.4,32.3,87.9,25.9,28.5,3.5239043824701195
3234,32.4,32.6,82.6,25.0,27.8,3.2767075306479856
3235,33.4,32.0,79.4,26.0,28.4,4.127659574468085
3236,32.5,35.0,74.0,24.4,28.9,4.806772908366534
3237,31.8,35.0,68.3,25.0,29.3,6.209115281501341
3238,32.3,34.3,71.5,25.0,29.7,4.24561403508772
3239,34.3,35.0,67.4,26.0,29.4,6.588235294117646
3240,32.6,35.0,71.1,25.0,30.6,5.295739348370928
3241,32.6,33.0,74.2,25.6,29.7,5.348958333333334
3242,32.5,34.8,75.2,25.0,29.2,5.037444933920705
3243,31.5,33.6,72.8,24.4,29.3,3.8557874762808346
3244,31.7,34.4,68.7,25.0,28.9,4.452868852459017
3245,30.5,33.6,60.8,25.4,29.3,3.465665236051502
3246,29.9,34.6,56.2,24.0,28.9,5.247448979591836
3247,29.2,34.2,60.7,24.0,29.0,3.0862385321100914
3248,28.6,31.0,61.1,24.0,28.1,1.9757914338919924
3249,28.1,30.0,67.9,24.0,27.6,1.643465909090909
3250,29.0,32.6,61.2,24.0,26.9,3.9792843691148776
3251,29.3,33.0,63.5,23.0,28.0,6.217277486910994
3252,30.4,32.9,75.3,24.0,27.9,4.948660714285714
3253,31.6,32.4,80.8,25.0,28.1,3.833962264150943
3254,33.1,34.4,77.6,26.0,28.3,3.2290502793296088
3255,33.0,34.2,72.7,26.0,29.3,4.723356009070295
3256,32.5,33.6,82.3,26.0,29.5,3.8385826771653546
3257,31.0,32.0,81.4,25.0,28.7,4.592672413793103
3258,32.4,34.0,81.5,25.0,28.1,4.646929824561403
3259,32.0,33.0,80.0,25.9,28.6,4.442553191489362
3260,30.6,32.0,75.4,25.0,28.6,5.0664961636828645
3261,30.5,31.0,80.5,24.0,28.1,2.948757763975155
3262,31.6,33.0,75.8,24.9,27.7,4.861297539149888
3263,32.3,34.0,78.1,25.0,28.6,5.508108108108108
3264,31.6,32.0,75.3,25.9,28.8,3.273356401384083
3265,31.9,34.0,76.6,25.9,28.6,5.1077981651376145
3266,31.9,34.0,67.8,25.9,28.8,4.389521640091116
3267,30.8,34.0,72.5,24.0,29.3,3.922365988909427
3268,29.1,32.0,73.1,23.0,28.5,4.934497816593887
3269,28.4,32.0,72.7,23.0,27.5,4.688053097345133
3270,28.4,32.0,71.1,23.0,27.1,5.339805825242718
3271,28.9,34.0,68.1,23.0,27.3,4.267241379310345
3272,30.1,33.0,70.7,24.0,27.7,4.662131519274376
3273,30.4,35.0,66.0,24.0,28.2,4.736082474226804
3274,31.4,35.0,71.6,25.0,28.9,4.313840155945419
3275,30.4,34.0,68.7,24.0,29.0,5.941644562334217
3276,29.5,32.0,70.2,24.0,28.6,2.9806835066864785
3277,29.8,32.0,70.5,24.0,27.8,3.6970684039087947
3278,30.1,35.0,57.2,25.0,28.0,5.158924205378973
3279,30.3,35.0,64.2,24.0,29.2,6.724928366762177
3280,30.1,35.0,68.7,24.0,28.7,5.269406392694065
3281,30.5,35.0,60.1,25.0,28.7,5.433920704845815
3282,30.0,34.0,59.9,24.9,29.0,7.207492795389048
3283,29.4,34.0,59.7,24.0,28.8,7.862179487179488
3284,29.1,35.0,50.5,24.0,28.5,6.747340425531914
3285,29.5,35.0,51.6,23.9,28.9,7.173529411764706
3286,30.0,34.0,54.5,25.0,29.0,6.269021739130435
3287,30.2,35.0,58.9,25.0,29.1,4.700892857142858
3288,30.4,34.0,63.5,25.9,29.0,5.058951965065503
3289,29.9,33.0,73.8,25.9,28.8,3.9634146341463414
3290,30.3,35.0,70.9,25.0,28.1,8.3125
3291,31.1,35.0,73.0,25.9,28.6,7.316129032258065
3292,32.1,33.0,79.3,25.9,28.9,4.711827956989247
3293,31.4,35.0,73.0,25.9,28.4,6.968838526912182
3294,32.2,32.0,76.8,26.0,29.0,3.721943048576214
3295,30.7,32.0,77.5,25.9,28.6,3.6780487804878046
3296,31.3,35.0,69.0,25.9,28.1,5.7972665148063784
3297,30.9,35.0,66.7,25.0,29.3,8.27936507936508
3298,29.7,35.0,52.8,24.0,29.2,7.111428571428571
3299,28.7,34.0,52.9,23.0,29.1,8.663551401869158
3300,30.8,35.0,57.7,24.0,28.3,7.333333333333333
3301,32.3,36.0,53.8,26.9,29.5,3.5078260869565216
3302,32.3,36.0,52.3,26.0,30.5,6.357702349869452
3303,31.1,36.0,53.2,25.9,30.7,8.81
3304,30.1,36.0,51.1,25.0,30.1,17.776397515527947
3305,31.4,36.0,66.3,24.0,29.5,10.216730038022813
3306,32.1,34.0,74.1,26.0,29.2,6.279487179487179
3307,31.9,34.0,75.0,26.0,29.1,6.532637075718016
3308,32.0,33.0,78.9,25.9,28.9,5.523917995444192
3309,32.0,35.0,70.7,25.9,28.7,8.527272727272727
3310,33.0,34.0,73.1,26.0,29.3,5.911832946635731
3311,33.3,35.0,65.8,26.9,29.4,9.536121673003802
3312,31.2,35.0,55.8,25.0,30.1,9.555555555555555
3313,31.6,36.0,53.8,25.0,29.8,8.318452380952381
3314,33.0,36.0,61.5,26.9,30.4,4.763565891472869
3315,31.7,36.0,57.0,25.0,30.1,5.794701986754967
3316,31.5,36.0,54.8,25.0,30.0,8.37620578778135
3317,31.7,35.0,55.5,26.0,30.1,6.378712871287129
3318,32.1,36.0,60.5,26.0,29.9,7.262569832402235
3319,31.5,34.0,62.0,25.0,29.9,6.936231884057971
3320,31.7,34.0,66.1,26.0,29.4,8.808988764044944
3321,33.7,34.0,79.7,26.0,29.3,4.9330254041570445
3322,34.4,34.0,80.7,26.9,29.0,3.379613356766257
3323,34.9,35.0,78.5,27.0,29.2,4.320143884892086
3324,32.2,36.0,59.1,26.0,29.5,10.277192982456139
3325,31.3,36.0,58.1,26.0,30.3,7.043927648578811
3326,31.6,35.8,54.3,26.0,30.0,5.202020202020202
3327,31.9,37.0,52.2,25.0,30.1,10.214285714285714
3328,33.1,35.8,56.1,27.0,30.6,6.380246913580247
3329,32.6,35.0,59.5,27.0,30.8,5.049701789264414
3330,33.1,36.0,67.2,26.9,30.1,4.948665297741273
3331,31.7,35.0,66.6,26.0,29.8,8.98422712933754
3332,32.1,36.0,63.9,26.0,29.4,6.691037735849057
3333,32.8,35.0,60.2,26.9,30.0,7.411764705882353
3334,32.3,35.7,61.5,26.9,30.3,6.169603524229076
3335,31.3,35.0,57.6,25.9,29.9,7.474093264248705
3336,31.2,37.0,59.0,24.1,29.9,11.8326359832636
3337,32.2,35.0,61.9,26.0,29.9,6.01931330472103
3338,32.3,35.0,60.0,26.9,29.9,7.842424242424243
3339,33.3,34.0,70.9,27.0,30.0,5.703125
3340,34.3,35.0,72.9,27.0,29.6,7.029100529100529
3341,35.0,35.0,74.7,27.0,29.9,5.211650485436893
3342,34.9,37.0,61.9,28.0,30.0,7.180094786729858
3343,34.6,37.0,58.3,28.0,31.2,9.064516129032258
3344,35.4,35.0,72.6,27.0,31.3,6.914666666666667
3345,35.7,35.0,75.1,27.0,30.3,6.181818181818182
3346,36.7,36.0,71.5,27.0,30.2,7.812324929971988
3347,37.0,36.0,72.5,28.0,31.0,5.937229437229437
3348,38.3,36.0,76.8,28.0,31.0,4.1609195402298855
3349,37.7,35.0,74.1,28.9,31.0,4.357414448669201
3350,36.5,36.0,70.6,27.9,30.9,5.668831168831168
3351,37.6,36.0,72.3,28.0,31.0,5.146938775510204
3352,37.7,35.0,73.7,28.9,31.1,3.3816425120772946
3353,35.0,35.0,66.0,28.0,30.8,7.350835322195704
3354,36.9,36.0,73.6,27.0,30.6,6.040772532188841
3355,36.9,36.0,71.2,27.9,30.8,6.851948051948052
3356,36.7,37.0,65.7,28.0,31.0,7.361305361305361
3357,35.2,37.7,57.0,27.0,31.6,6.95933014354067
3358,34.6,37.8,51.7,27.9,31.8,11.693227091633466
3359,35.3,37.0,55.2,28.9,32.0,6.471615720524017
3360,36.8,35.0,67.6,28.9,32.0,6.835135135135135
3361,35.9,35.0,69.4,27.9,31.1,8.165714285714285
3362,37.4,36.0,71.6,28.0,30.7,6.804705882352941
3363,37.6,37.0,68.2,28.0,31.1,8.953890489913544
3364,36.5,35.0,65.2,28.9,31.7,6.83
3365,36.2,36.0,66.1,27.9,31.4,5.968181818181819
3366,37.3,37.0,69.9,27.0,31.3,5.276288659793814
3367,36.1,35.0,66.7,28.0,31.3,4.826923076923077
3368,36.4,37.0,62.5,28.9,31.1,5.63921568627451
3369,37.2,36.0,66.8,28.9,31.7,6.377723970944309
3370,37.1,36.0,64.9,28.9,31.4,5.970338983050848
3371,38.5,37.0,67.8,28.9,31.8,6.73696682464455
3372,41.2,37.0,71.5,28.9,31.9,6.282850779510023
3373,40.5,37.0,68.7,29.9,32.5,5.823027718550107
3374,41.0,37.0,69.4,29.9,32.6,6.630071599045347
3375,40.5,38.0,65.6,29.9,32.6,6.367441860465116
3376,40.7,39.0,66.9,29.0,33.0,6.446666666666667
